Country;Year;Total GHG Emissions Including LUCF
Haiti;1997;5.977.596.968
Haiti;1998;6.109.364.827
Haiti;1999;6.248.252.686
Haiti;2000;6.675.190.546
Haiti;2001;6.968.452.363
Haiti;2002;721.730.618
Haiti;2003;7.190.665.997
Haiti;2004;7.472.393.815
Haiti;2005;7.625.803.632
Haiti;2006;7.699.794.798
Haiti;2007;8.056.573.964
Haiti;2008;808.461.313
Haiti;2009;8.082.052.297
Haiti;2010;7.999.561.463
Haiti;2011;8.092.416.608
Haiti;2012;7.905.155.754
Honduras;1990;510.781.766
Honduras;1991;5.122.450.087
Honduras;1992;5.156.362.114
Honduras;1993;5.145.549.541
Honduras;1994;5.210.843.368
Honduras;1995;5.295.338.395
Honduras;1996;5.296.180.633
Honduras;1997;5.367.482.671
Honduras;1998;545.783.051
Honduras;1999;5.406.080.748
Honduras;2000;5.490.684.386
Honduras;2001;4.343.468.852
Honduras;2002;4.378.161.718
Honduras;2003;4.640.716.584
Honduras;2004;464.177.285
Honduras;2005;4.764.173.915
Honduras;2006;4.585.696.022
Honduras;2007;4.763.726.529
Honduras;2008;4.737.153.435
Honduras;2009;4.735.009.142
Honduras;2010;4.733.332.248
Honduras;2011;4.828.531.946
Honduras;2012;4.770.171.244
Hungary;1990;9.489.272.771
Hungary;1991;8.825.165.499
Hungary;1992;7.964.007.226
Hungary;1993;7.922.216.954
Hungary;1994;7.817.336.282
Hungary;1995;773.005.321
Hungary;1996;7.889.611.024
Hungary;1997;7.741.156.838
Hungary;1998;7.786.749.853
Hungary;1999;7.851.983.267
Hungary;2000;7.574.923.682
Hungary;2001;7.807.159.308
Hungary;2002;7.711.368.335
Hungary;2003;7.946.385.762
Hungary;2004;7.891.370.989
Hungary;2005;7.868.935.216
Hungary;2006;7.779.698.426
Hungary;2007;7.564.992.237
Hungary;2008;7.437.882.848
Hungary;2009;6.836.085.059
Hungary;2010;6.857.375.069
Hungary;2011;6.733.312.411
Hungary;2012;6.342.818.752
Iceland;1990;3.076.794.263
Iceland;1991;2.921.681.199
Iceland;1992;2.870.566.135
Iceland;1993;2.845.573.071
Iceland;1994;2.886.744.007
Iceland;1995;2.718.648.943
Iceland;1996;3.025.151.792
Iceland;1997;295.309.864
Iceland;1998;2.986.265.489
Iceland;1999;2.973.472.338
Iceland;2000;3.100.239.186
Iceland;2001;2.958.471.471
Iceland;2002;3.028.421.756
Iceland;2003;3.002.190.041
Iceland;2004;3.047.922.326
Iceland;2005;3.004.892.611
Iceland;2006;3.097.332.577
Iceland;2007;3.166.188.544
Iceland;2008;299.736.451
Iceland;2009;2.910.300.476
Iceland;2010;2.787.766.442
Iceland;2011;2.718.724.022
Iceland;2012;2.642.535.603
India;1990;1.212.020.634
India;1991;1.248.470.782
India;1992;1.287.543.007
India;1993;1.319.930.858
India;1994;1.370.374.513
India;1995;1.440.396.913
India;1996;1.500.138.851
India;1997;1.558.448.468
India;1998;1.588.867.245
India;1999;1.669.641.391
India;2000;1.720.188.998
India;2001;1.638.912.935
India;2002;1.668.891.342
India;2003;172.032.136
India;2004;1.823.312.215
India;2005;1.914.457.982
India;2006;2.076.474.768
India;2007;2.224.196.274
India;2008;232.885.938
India;2009;2.542.040.675
India;2010;2.647.926.751
India;2011;2.755.748.594
India;2012;2.887.083.921
Indonesia;1990;1.025.744.004
Indonesia;1991;1.064.550.305
Indonesia;1992;1.103.853.878
Indonesia;1993;114.116.607
Indonesia;1994;1.175.349.897
Indonesia;1995;1.227.052.256
Indonesia;1996;1.249.795.165
Indonesia;1997;1.433.501.695
Indonesia;1998;1.355.474.288
Indonesia;1999;1.359.523.196
Indonesia;2000;1.372.318.811
Indonesia;2001;1.529.384.971
Indonesia;2002;1.584.983.676
Indonesia;2003;1.570.934.982
Indonesia;2004;1.600.831.684
Indonesia;2005;1.583.826.339
Indonesia;2006;1.967.284.003
Indonesia;2007;1.912.408.024
Indonesia;2008;1.902.896.841
Indonesia;2009;195.948.892
Indonesia;2010;1.928.021.783
Indonesia;2011;195.071.181
Indonesia;2012;1.981.003.261
Iran;1990;2.632.650.483
Iran;1991;3.025.095.787
Iran;1992;3.243.117.792
Iran;1993;3.238.815.776
Iran;1994;3.560.941.801
Iran;1995;3.697.964.765
Iran;1996;3.825.059.881
Iran;1997;3.997.750.616
Iran;1998;4.065.185.932
Iran;1999;4.355.540.628
Iran;2000;4.515.329.683
Iran;2001;4.618.281.934
Iran;2002;4.812.531.765
Iran;2003;5.061.100.736
Iran;2004;5.415.175.626
Iran;2005;5.755.437.517
Iran;2006;6.204.646.275
Iran;2007;6.562.474.893
Iran;2008;6.665.635.791
Iran;2009;6.876.512.089
Iran;2010;6.836.773.407
Iran;2011;7.038.713.012
Iran;2012;7.118.812.101
Iraq;1990;1.563.692.939
Iraq;1991;1.244.705.357
Iraq;1992;1.350.572.455
Iraq;1993;1.451.288.872
Iraq;1994;144.941.839
Iraq;1995;1.326.267.408
Iraq;1996;1.457.229.584
Iraq;1997;176.414.644
Iraq;1998;1.618.398.517
Iraq;1999;1.599.519.073
Iraq;2000;1.846.920.349
Iraq;2001;1.840.012.968
Iraq;2002;1.804.031.006
Iraq;2003;1.699.288.325
Iraq;2004;1.649.064.883
Iraq;2005;1.744.549.922
Iraq;2006;1.629.732.229
Iraq;2007;1.742.371.457
Iraq;2008;1.868.817.185
Iraq;2009;2.100.290.612
Iraq;2010;22.720.932
Iraq;2011;2.422.144.008
Iraq;2012;2.564.381.336
Ireland;1990;5.569.821.048
Ireland;1991;543.439.914
Ireland;1992;5.467.011.833
Ireland;1993;5.529.740.125
Ireland;1994;5.689.508.418
Ireland;1995;576.530.771
Ireland;1996;5.892.601.222
Ireland;1997;6.055.292.733
Ireland;1998;6.389.827.444
Ireland;1999;6.572.163.955
Ireland;2000;6.724.249.667
Ireland;2001;6.900.103.459
Ireland;2002;6.840.978.251
Ireland;2003;6.725.104.443
Ireland;2004;6.849.508.635
Ireland;2005;6.970.758.627
Ireland;2006;6.961.445.975
Ireland;2007;6.814.962.724
Ireland;2008;6.741.131.073
Ireland;2009;6.237.139.622
Ireland;2010;611.693.457
Ireland;2011;5.730.280.634
Ireland;2012;5.844.684.698
Israel;1990;4.335.618.827
Israel;1991;4.429.526.804
Israel;1992;4.730.037.982
Israel;1993;5.206.884.959
Israel;1994;5.534.230.137
Israel;1995;5.966.260.314
Israel;1996;6.219.288.999
Israel;1997;6.481.606.283
Israel;1998;6.502.486.568
Israel;1999;6.683.257.253
Israel;2000;7.160.496.537
Israel;2001;7.195.272.931
Israel;2002;7.455.187.725
Israel;2003;7.651.598.718
Israel;2004;7.680.204.312
Israel;2005;7.590.083.305
Israel;2006;7.861.064.717
Israel;2007;813.024.173
Israel;2008;8.188.480.542
Israel;2009;8.169.954.154
Israel;2010;8.673.516.766
Israel;2011;869.771.103
Israel;2012;9.381.836.966
Italy;1990;48.293.779
Italy;1991;4.669.701.824
Italy;1992;4.659.220.868
Italy;1993;4.569.903.492
Italy;1994;4.524.752.956
Italy;1995;4.744.137.021
Italy;1996;4.731.698.716
Italy;1997;4.775.348.591
Italy;1998;4.898.144.666
Italy;1999;4.953.600.801
Italy;2000;4.981.515.156
Italy;2001;4.997.557.928
Italy;2002;508.346.578
Italy;2003;5.244.880.712
Italy;2004;5.322.937.124
Italy;2005;5.303.298.316
Italy;2006;5.268.758.385
Italy;2007;5.174.706.814
Italy;2008;5.003.491.164
Italy;2009;4.482.676.153
Italy;2010;4.544.015.462
Italy;2011;4.472.984.322
Italy;2012;4.317.653.428
Jamaica;1990;9.583.797.722
Jamaica;1991;9.594.472.893
Jamaica;1992;1.037.527.206
Jamaica;1993;1.057.004.324
Jamaica;1994;1.062.910.041
Jamaica;1995;1.092.789.758
Jamaica;1996;1.128.838.795
Jamaica;1997;1.148.181.433
Jamaica;1998;119.917.487
Jamaica;1999;1.226.977.108
Jamaica;2000;1.238.355.946
Jamaica;2001;1.251.363.443
Jamaica;2002;1.269.831.141
Jamaica;2003;1.309.036.238
Jamaica;2004;1.312.235.536
Jamaica;2005;1.315.802.033
Jamaica;2006;1.429.556.337
Jamaica;2007;142.203.164
Jamaica;2008;1.231.711.944
Jamaica;2009;1.018.837.448
Jamaica;2010;9.654.307.511
Jamaica;2011;1.006.047.851
Jamaica;2012;9.585.321.501
Japan;1990;1.116.377.697
Japan;1991;1.127.659.179
Japan;1992;1.139.896.812
Japan;1993;1.137.746.129
Japan;1994;1.194.891.066
Japan;1995;1.209.936.338
Japan;1996;1.225.894.078
Japan;1997;1.221.114.853
Japan;1998;1.184.187.464
Japan;1999;1.223.845.527
Japan;2000;1.239.322.341
Japan;2001;1.195.847.548
Japan;2002;1.228.657.579
Japan;2003;123.245.782
Japan;2004;1.231.204.043
Japan;2005;123.740.469
Japan;2006;1.184.840.566
Japan;2007;1.219.294.655
Japan;2008;113.021.765
Japan;2009;1.067.519.861
Japan;2010;1.114.250.279
Japan;2011;116.483.289
Japan;2012;1.207.300.059
Jordan;1990;1.729.609.915
Jordan;1991;1.743.172.183
Jordan;1992;200.732.805
Jordan;1993;2.056.494.318
Jordan;1994;2.146.682.185
Jordan;1995;2.210.114.853
Jordan;1996;2.166.383.306
Jordan;1997;2.124.939.959
Jordan;1998;2.051.939.211
Jordan;1999;1.960.666.264
Jordan;2000;1.940.737.917
Jordan;2001;1.955.918.758
Jordan;2002;21.256.722
Jordan;2003;2.093.012.441
Jordan;2004;2.287.859.283
Jordan;2005;2.438.822.524
Jordan;2006;2.486.627.287
Jordan;2007;262.801.765
Jordan;2008;2.593.597.814
Jordan;2009;2.640.297.377
Jordan;2010;261.432.494
Jordan;2011;2.744.367.877
Jordan;2012;2.742.307.215
Kazakhstan;1990;293.494.658
Kazakhstan;1991;2.989.525.001
Kazakhstan;1992;3.357.487.466
Kazakhstan;1993;2.931.157.301
Kazakhstan;1994;2.601.761.896
Kazakhstan;1995;2.288.484.431
Kazakhstan;1996;2.018.654.798
Kazakhstan;1997;1.748.306.946
Kazakhstan;1998;1.739.348.853
Kazakhstan;1999;159.686.896
Kazakhstan;2000;1.574.453.228
Kazakhstan;2001;1.550.889.063
Kazakhstan;2002;1.718.024.719
Kazakhstan;2003;1.823.964.514
Kazakhstan;2004;198.846.903
Kazakhstan;2005;2.132.710.245
Kazakhstan;2006;2.341.452.527
Kazakhstan;2007;2.480.772.329
Kazakhstan;2008;2.883.845.351
Kazakhstan;2009;2.616.737.213
Kazakhstan;2010;2.832.261.575
Kazakhstan;2011;2.961.818.772
Kazakhstan;2012;2.914.056.604
Kenya;1990;449.821.929
Kenya;1991;4.381.449.379
Kenya;1992;4.379.082.268
Kenya;1993;4.355.019.957
Kenya;1994;4.372.900.046
Kenya;1995;4.405.038.935
Kenya;1996;4.332.973.609
Kenya;1997;4.319.318.882
Kenya;1998;4.413.737.556
Kenya;1999;4.595.134.429
Kenya;2000;4.482.583.503
Kenya;2001;4.622.769.684
Kenya;2002;4.702.642.664
Kenya;2003;4.815.166.045
Kenya;2004;5.031.592.225
Kenya;2005;5.149.845.606
Kenya;2006;5.049.965.225
Kenya;2007;6.525.869.043
Kenya;2008;6.675.270.462
Kenya;2009;669.660.208
Kenya;2010;6.786.344.099
Kenya;2011;7.011.661.457
Kenya;2012;6.959.774.815
Kiribati;1990;0.036546159
Kiribati;1991;0.036643725
Kiribati;1992;0.03682129
Kiribati;1993;0.036988855
Kiribati;1994;0.037146421
Kiribati;1995;0.037273986
Kiribati;1996;0.052425225
Kiribati;1997;0.045342465
Kiribati;1998;0.049251704
Kiribati;1999;0.045832944
Kiribati;2000;0.050442183
Kiribati;2001;0.043618142
Kiribati;2002;0.059198101
Kiribati;2003;0.05944206
Kiribati;2004;0.063480019
Kiribati;2005;0.082173978
Kiribati;2006;0.085336607
Kiribati;2007;0.067521235
Kiribati;2008;0.071559864
Kiribati;2009;0.057218493
Kiribati;2010;0.079667121
Kiribati;2011;0.080038689
Kiribati;2012;0.076712257
Dem. Rep. Korea (North);1990;1.646.913.027
Dem. Rep. Korea (North);1991;1.577.886.477
Dem. Rep. Korea (North);1992;1.449.922.168
Dem. Rep. Korea (North);1993;1.363.083.018
Dem. Rep. Korea (North);1994;1.255.349.768
Dem. Rep. Korea (North);1995;1.178.544.519
Dem. Rep. Korea (North);1996;1.081.176.139
Dem. Rep. Korea (North);1997;1.014.197.459
Dem. Rep. Korea (North);1998;9.435.795.995
Dem. Rep. Korea (North);1999;100.169.188
Dem. Rep. Korea (North);2000;105.333.728
Dem. Rep. Korea (North);2001;1.090.958.766
Dem. Rep. Korea (North);2002;1.053.953.191
Dem. Rep. Korea (North);2003;1.075.846.497
Dem. Rep. Korea (North);2004;1.098.569.662
Dem. Rep. Korea (North);2005;1.135.026.268
Dem. Rep. Korea (North);2006;1.164.710.329
Dem. Rep. Korea (North);2007;103.703.431
Dem. Rep. Korea (North);2008;1.111.910.971
Dem. Rep. Korea (North);2009;1.111.876.932
Dem. Rep. Korea (North);2010;1.070.213.673
Dem. Rep. Korea (North);2011;8.873.621.283
Dem. Rep. Korea (North);2012;8.614.037.832
Rep. Korea (South);1990;2.614.930.565
Rep. Korea (South);1991;2.871.872.143
Rep. Korea (South);1992;3.149.680.781
Rep. Korea (South);1993;3.441.091.699
Rep. Korea (South);1994;3.708.590.437
Rep. Korea (South);1995;4.029.746.075
Rep. Korea (South);1996;4.323.041.749
Rep. Korea (South);1997;4.600.210.703
Rep. Korea (South);1998;3.975.749.617
Rep. Korea (South);1999;4.346.128.771
Rep. Korea (South);2000;4.903.496.065
Rep. Korea (South);2001;5.014.631.316
Rep. Korea (South);2002;4.993.902.567
Rep. Korea (South);2003;5.068.305.798
Rep. Korea (South);2004;5.287.707.549
Rep. Korea (South);2005;527.946.814
Rep. Korea (South);2006;5.365.306.568
Rep. Korea (South);2007;5.512.091.136
Rep. Korea (South);2008;5.634.329.044
Rep. Korea (South);2009;5.778.562.511
Rep. Korea (South);2010;6.268.783.179
Rep. Korea (South);2011;6.548.648.394
Rep. Korea (South);2012;6.613.895.145
Kuwait;1990;7.927.350.652
Kuwait;1991;9.180.831.096
Kuwait;1992;872.333.674
Kuwait;1993;1.009.001.618
Kuwait;1994;1.133.854.243
Kuwait;1995;1.215.346.207
Kuwait;1996;1.213.549.875
Kuwait;1997;1.230.330.363
Kuwait;1998;1.291.754.891
Kuwait;1999;1.343.719.059
Kuwait;2000;1.374.035.086
Kuwait;2001;1.451.230.278
Kuwait;2002;1.520.915.709
Kuwait;2003;1.601.735.961
Kuwait;2004;1.675.277.092
Kuwait;2005;1.793.616.883
Kuwait;2006;1.791.201.374
Kuwait;2007;1.788.803.285
Kuwait;2008;1.839.312.596
Kuwait;2009;1.911.962.426
Kuwait;2010;1.906.068.737
Kuwait;2011;1.955.730.111
Kuwait;2012;2.024.698.926
Kyrgyzstan;1990;2.672.525.246
Kyrgyzstan;1991;2.396.781.542
Kyrgyzstan;1992;2.114.294.736
Kyrgyzstan;1993;1.429.268.367
Kyrgyzstan;1994;9.895.345.968
Kyrgyzstan;1995;6.860.834.271
Kyrgyzstan;1996;7.783.466.649
Kyrgyzstan;1997;7.525.901.028
Kyrgyzstan;1998;7.883.643.406
Kyrgyzstan;1999;6.609.061.784
Kyrgyzstan;2000;6.477.690.163
Kyrgyzstan;2001;6.001.683.705
Kyrgyzstan;2002;6.900.355.248
Kyrgyzstan;2003;768.463.879
Kyrgyzstan;2004;7.638.328.333
Kyrgyzstan;2005;7.508.863.875
Kyrgyzstan;2006;-2.846.743.913
Kyrgyzstan;2007;-1.984.157.701
Kyrgyzstan;2008;-122.780.749
Kyrgyzstan;2009;-2.086.681.278
Kyrgyzstan;2010;-2.880.095.066
Kyrgyzstan;2011;-1.925.189.706
Kyrgyzstan;2012;-0.238300345
Laos;1990;3.022.853.014
Laos;1991;2.767.391.008
Laos;1992;2.796.268.401
Laos;1993;2.798.974.995
Laos;1994;2.832.527.588
Laos;1995;2.845.265.582
Laos;1996;2.866.953.733
Laos;1997;2.852.245.684
Laos;1998;3.016.781.235
Laos;1999;2.932.114.386
Laos;2000;2.878.745.137
Laos;2001;2.783.993.509
Laos;2002;2.935.205.481
Laos;2003;2.879.145.252
Laos;2004;3.302.294.224
Laos;2005;3.121.855.396
Laos;2006;3.353.499.616
Laos;2007;3.696.595.237
Laos;2008;3.280.982.458
Laos;2009;3.437.691.479
Laos;2010;39.694.919
Laos;2011;3.348.249.725
Laos;2012;3.628.130.949
Latvia;1990;2.051.861.819
Latvia;1991;1.888.165.078
Latvia;1992;258.552.766
Latvia;1993;82.164.935
Latvia;1994;5.415.840.403
Latvia;1995;3.602.509.307
Latvia;1996;3.638.120.439
Latvia;1997;3.013.173.571
Latvia;1998;2.639.548.703
Latvia;1999;1.682.015.835
Latvia;2000;0.959532967
Latvia;2001;9.457.989.763
Latvia;2002;9.671.386.559
Latvia;2003;9.822.363.355
Latvia;2004;992.159.615
Latvia;2005;1.006.023.895
Latvia;2006;-1.895.568.438
Latvia;2007;-1.599.933.822
Latvia;2008;-2.026.677.206
Latvia;2009;-270.530.059
Latvia;2010;-1.596.259.974
Latvia;2011;-2.390.767.824
Latvia;2012;-3.258.355.674
Lebanon;1990;738.802.603
Lebanon;1991;8.876.344.383
Lebanon;1992;9.248.330.736
Lebanon;1993;1.332.066.509
Lebanon;1994;1.456.437.744
Lebanon;1995;164.197.338
Lebanon;1996;1.717.292.383
Lebanon;1997;1.876.533.187
Lebanon;1998;1.892.289.391
Lebanon;1999;1.954.039.595
Lebanon;2000;1.802.690.799
Lebanon;2001;1.927.136.775
Lebanon;2002;1.918.855.351
Lebanon;2003;1.960.290.727
Lebanon;2004;2.004.019.503
Lebanon;2005;1.933.845.279
Lebanon;2006;1.796.405.953
Lebanon;2007;1.672.209.827
Lebanon;2008;2.079.714.301
Lebanon;2009;2.472.280.575
Lebanon;2010;2.393.953.649
Lebanon;2011;244.027.013
Lebanon;2012;242.962.961
Lesotho;1990;185.276.816
Lesotho;1991;1.818.382.261
Lesotho;1992;1.975.766.363
Lesotho;1993;1.959.030.464
Lesotho;1994;1.954.754.565
Lesotho;1995;1.901.518.666
Lesotho;1996;1.826.165.132
Lesotho;1997;1.794.191.599
Lesotho;1998;1.784.498.065
Lesotho;1999;2.189.824.531
Lesotho;2000;2.135.760.997
Lesotho;2001;225.984.985
Lesotho;2002;1.918.208.703
Lesotho;2003;2.105.977.555
Lesotho;2004;1.906.756.408
Lesotho;2005;2.163.495.261
Lesotho;2006;2.010.279.093
Lesotho;2007;2.198.422.926
Lesotho;2008;2.012.536.758
Lesotho;2009;2.021.100.591
Lesotho;2010;2.414.654.423
Lesotho;2011;2.196.386.788
Lesotho;2012;2.040.379.154
Liberia;1990;162.395.498
Liberia;1991;159.967.889
Liberia;1992;15.996.128
Liberia;1993;159.946.891
Liberia;1994;159.769.402
Liberia;1995;159.867.413
Liberia;1996;1.602.195.166
Liberia;1997;1.606.642.202
Liberia;1998;1.614.592.638
Liberia;1999;1.616.913.474
Liberia;2000;1.621.397.509
Liberia;2001;162.756.921
Liberia;2002;162.799.771
Liberia;2003;1.635.057.411
Liberia;2004;1.644.397.312
Liberia;2005;1.661.098.212
Liberia;2006;1.664.706.362
Liberia;2007;1.661.471.712
Liberia;2008;1.660.278.662
Liberia;2009;1.682.455.612
Liberia;2010;1.692.313.762
Liberia;2011;1.704.253.409
Liberia;2012;1.686.468.256
Libya;1990;9.540.262.283
Libya;1991;930.397.552
Libya;1992;9.026.355.157
Libya;1993;9.090.218.393
Libya;1994;962.816.223
Libya;1995;9.832.478.467
Libya;1996;1.007.336.263
Libya;1997;1.005.416.638
Libya;1998;1.020.008.514
Libya;1999;100.853.069
Libya;2000;1.026.914.066
Libya;2001;1.065.954.723
Libya;2002;110.999.912
Libya;2003;1.136.923.358
Libya;2004;1.175.776.775
Libya;2005;1.234.060.612
Libya;2006;1.258.328.307
Libya;2007;1.248.312.221
Libya;2008;1.319.482.896
Libya;2009;137.960.653
Libya;2010;1.419.097.344
Libya;2011;1.197.998.672
Libya;2012;1.306.048.099
Lithuania;1990;3.735.499.684
Lithuania;1991;3.932.214.225
Lithuania;1992;3.760.413.894
Lithuania;1993;2.744.579.104
Lithuania;1994;2.572.915.114
Lithuania;1995;2.430.154.725
Lithuania;1996;2.522.624.015
Lithuania;1997;2.502.160.305
Lithuania;1998;2.597.517.796
Lithuania;1999;2.355.757.886
Lithuania;2000;2.199.753.176
Lithuania;2001;2.307.274.649
Lithuania;2002;2.288.406.521
Lithuania;2003;2.333.949.993
Lithuania;2004;2.441.765.266
Lithuania;2005;2.515.055.538
Lithuania;2006;2.775.652.015
Lithuania;2007;2.826.160.692
Lithuania;2008;278.730.677
Lithuania;2009;2.564.731.647
Lithuania;2010;2.667.467.924
Lithuania;2011;2.635.820.806
Lithuania;2012;2.659.160.688
Luxembourg;1990;1.086.943.379
Luxembourg;1991;114.069.415
Luxembourg;1992;1.108.116.921
Luxembourg;1993;1.143.798.892
Luxembourg;1994;1.061.252.064
Luxembourg;1995;8.640.716.347
Luxembourg;1996;8.729.022.972
Luxembourg;1997;8.286.641.597
Luxembourg;1998;7.694.260.223
Luxembourg;1999;8.056.534.848
Luxembourg;2000;9.148.989.473
Luxembourg;2001;9.769.501.004
Luxembourg;2002;1.059.666.454
Luxembourg;2003;1.098.273.007
Luxembourg;2004;124.327.476
Luxembourg;2005;1.265.099.113
Luxembourg;2006;1.252.439.557
Luxembourg;2007;1.203.956.601
Luxembourg;2008;1.199.117.445
Luxembourg;2009;1.138.723.089
Luxembourg;2010;1.200.006.933
Luxembourg;2011;118.858.525
Luxembourg;2012;1.117.421.367
FYR Macedonia;1990;1.015.439.807
FYR Macedonia;1991;9.883.526.651
FYR Macedonia;1992;1.130.169.946
FYR Macedonia;1993;1.084.956.303
FYR Macedonia;1994;108.135.866
FYR Macedonia;1995;1.071.130.817
FYR Macedonia;1996;1.226.925.952
FYR Macedonia;1997;1.116.017.087
FYR Macedonia;1998;1.191.905.823
FYR Macedonia;1999;1.111.020.758
FYR Macedonia;2000;1.085.563.093
FYR Macedonia;2001;1.288.429.224
FYR Macedonia;2002;1.236.934.355
FYR Macedonia;2003;1.320.555.885
FYR Macedonia;2004;1.308.437.816
FYR Macedonia;2005;1.352.959.147
FYR Macedonia;2006;1.236.468.687
FYR Macedonia;2007;1.291.590.428
FYR Macedonia;2008;1.271.818.369
FYR Macedonia;2009;121.622.551
FYR Macedonia;2010;120.833.125
FYR Macedonia;2011;1.334.337.433
FYR Macedonia;2012;1.233.584.016
Madagascar;1990;609.403
Madagascar;1991;5.892.806.445
Madagascar;1992;590.992.489
Madagascar;1993;5.941.011.935
Madagascar;1994;593.641.138
Madagascar;1995;5.948.332.825
Madagascar;1996;5.998.786.786
Madagascar;1997;5.966.338.547
Madagascar;1998;6.058.851.109
Madagascar;1999;603.216.327
Madagascar;2000;5.894.221.432
Madagascar;2001;4.698.557.525
Madagascar;2002;4.428.566.219
Madagascar;2003;4.712.837.513
Madagascar;2004;4.567.125.607
Madagascar;2005;4.942.877.901
Madagascar;2006;5.455.893.911
Madagascar;2007;5.609.480.321
Madagascar;2008;5.479.827.932
Madagascar;2009;5.682.649.342
Madagascar;2010;5.734.088.553
Madagascar;2011;5.744.855.885
Madagascar;2012;5.765.325.417
Malawi;1990;1.612.949.391
Malawi;1991;1.458.708.717
Malawi;1992;1.404.857.844
Malawi;1993;1.358.443.571
Malawi;1994;1.265.556.497
Malawi;1995;1.232.244.424
Malawi;1996;1.256.137.651
Malawi;1997;1.230.320.678
Malawi;1998;1.251.196.704
Malawi;1999;1.253.644.331
Malawi;2000;1.246.839.558
Malawi;2001;1.291.920.057
Malawi;2002;1.315.149.356
Malawi;2003;1.382.607.655
Malawi;2004;1.348.146.954
Malawi;2005;1.387.286.853
Malawi;2006;1.300.602.879
Malawi;2007;1.344.756.105
Malawi;2008;1.421.468.931
Malawi;2009;1.402.012.558
Malawi;2010;1.523.188.384
Malawi;2011;1.513.677.384
Malawi;2012;1.658.889.583
Malaysia;1990;-139.273.965
Malaysia;1991;-1.272.336.033
Malaysia;1992;-1.170.265.636
Malaysia;1993;-1.094.812.019
Malaysia;1994;-1.007.664.262
Malaysia;1995;-8.718.029.855
Malaysia;1996;-75.119.206
Malaysia;1997;-6.299.314.545
Malaysia;1998;-536.081.569
Malaysia;1999;-4.926.686.235
Malaysia;2000;-354.870.658
Malaysia;2001;3.778.212.982
Malaysia;2002;3.891.952.802
Malaysia;2003;3.972.068.822
Malaysia;2004;4.117.445.103
Malaysia;2005;4.229.866.323
Malaysia;2006;3.970.575.217
Malaysia;2007;4.134.174.572
Malaysia;2008;4.277.418.386
Malaysia;2009;4.117.033.801
Malaysia;2010;4.253.217.955
Malaysia;2011;4.303.342.611
Malaysia;2012;4.333.344.159
Maldives;1990;0.197411823
Maldives;1991;0.21754615
Maldives;1992;0.299968478
Maldives;1993;0.265142805
Maldives;1994;0.270621133
Maldives;1995;0.327395461
Maldives;1996;0.373102343
Maldives;1997;0.422483226
Maldives;1998;0.391246109
Maldives;1999;0.524888991
Maldives;2000;0.559603874
Maldives;2001;0.640636223
Maldives;2002;0.755958572
Maldives;2003;0.666056921
Maldives;2004;0.84732127
Maldives;2005;0.77214562
Maldives;2006;0.962464758
Maldives;2007;0.995291896
Maldives;2008;1.088.287.035
Maldives;2009;1.150.046.173
Maldives;2010;1.159.919.311
Maldives;2011;1.190.274.122
Maldives;2012;1.211.222.932
Mali;1990;2.388.138.863
Mali;1991;2.340.272.037
Mali;1992;2.343.910.412
Mali;1993;2.363.233.187
Mali;1994;2.384.837.562
Mali;1995;2.414.888.936
Mali;1996;2.357.652.427
Mali;1997;2.424.820.917
Mali;1998;2.800.664.407
Mali;1999;2.880.943.498
Mali;2000;2.748.342.788
Mali;2001;287.304.608
Mali;2002;2.796.537.572
Mali;2003;2.760.123.665
Mali;2004;3.157.213.757
Mali;2005;3.101.077.649
Mali;2006;3.136.350.338
Mali;2007;3.195.509.426
Mali;2008;3.415.210.114
Mali;2009;3.351.825.403
Mali;2010;3.479.856.891
Mali;2011;3.599.238.115
Mali;2012;3.524.124.339
Malta;1990;2.538.925.867
Malta;1991;2.441.670.664
Malta;1992;2.416.225.462
Malta;1993;3.054.320.259
Malta;1994;2.772.245.057
Malta;1995;2.644.039.854
Malta;1996;2.605.571.669
Malta;1997;2.762.953.483
Malta;1998;2.694.305.297
Malta;1999;2.735.087.112
Malta;2000;2.465.608.926
Malta;2001;283.259.407
Malta;2002;2.682.119.214
Malta;2003;2.993.874.357
Malta;2004;3.009.789.501
Malta;2005;3.165.154.644
Malta;2006;3.059.758.094
Malta;2007;3.228.731.545
Malta;2008;3.091.524.995
Malta;2009;2.978.268.445
Malta;2010;3.016.261.895
Malta;2011;3.024.842.322
Malta;2012;310.563.275
Mauritania;1990;924.246.706
Mauritania;1991;939.510.585
Mauritania;1992;9.419.280.641
Mauritania;1993;9.584.307.431
Mauritania;1994;9.629.496.222
Mauritania;1995;9.503.709.012
Mauritania;1996;9.864.035.816
Mauritania;1997;1.008.476.862
Mauritania;1998;8.503.719.423
Mauritania;1999;8.974.694.227
Mauritania;2000;937.524.703
Mauritania;2001;9.621.371.466
Mauritania;2002;9.587.561.902
Mauritania;2003;9.741.776.337
Mauritania;2004;1.018.098.077
Mauritania;2005;1.028.386.121
Mauritania;2006;9.727.064.838
Mauritania;2007;1.007.436.047
Mauritania;2008;9.583.120.097
Mauritania;2009;1.044.388.173
Mauritania;2010;1.087.747.936
Mauritania;2011;1.092.996.595
Mauritania;2012;1.115.839.455
Mauritius;1990;2.126.925.497
Mauritius;1991;2.224.266.821
Mauritius;1992;2.308.158.144
Mauritius;1993;2.452.859.468
Mauritius;1994;2.527.640.791
